paper_id,title,year,url,arxiv_id,primary_category,categories,pdf_url,topic,reason
P0194,RoboWheel: A Data Engine from Real-World Human Demonstrations for Cross-Embodiment Robotic Learning,2025,http://arxiv.org/abs/2512.02729v1,2512.02729v1,cs.RO,cs.RO,https://arxiv.org/pdf/2512.02729v1,,ranked_by=relevance;score=7
P0195,Robot Learning with Sparsity and Scarcity,2025,http://arxiv.org/abs/2509.16834v1,2509.16834v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2509.16834v1,,ranked_by=relevance;score=7
P0196,Robot Policy Evaluation for Sim-to-Real Transfer: A Benchmarking Perspective,2025,http://arxiv.org/abs/2508.11117v1,2508.11117v1,cs.RO,cs.RO,https://arxiv.org/pdf/2508.11117v1,,ranked_by=relevance;score=7
P0197,SAGA: Open-World Mobile Manipulation via Structured Affordance Grounding,2025,http://arxiv.org/abs/2512.12842v1,2512.12842v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2512.12842v1,,ranked_by=relevance;score=7
P0198,SE(3)-Equivariant Robot Learning and Control: A Tutorial Survey,2025,http://arxiv.org/abs/2503.09829v3,2503.09829v3,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2503.09829v3,,ranked_by=relevance;score=7
P0199,Scaling Cross-Embodiment World Models for Dexterous Manipulation,2025,http://arxiv.org/abs/2511.01177v2,2511.01177v2,cs.RO,cs.RO,https://arxiv.org/pdf/2511.01177v2,,ranked_by=relevance;score=7
P0200,ScanBot: Towards Intelligent Surface Scanning in Embodied Robotic Systems,2025,http://arxiv.org/abs/2505.17295v1,2505.17295v1,cs.RO,cs.RO,https://arxiv.org/pdf/2505.17295v1,,ranked_by=relevance;score=7
P0201,Sim-and-Real Co-Training: A Simple Recipe for Vision-Based Robotic Manipulation,2025,http://arxiv.org/abs/2503.24361v2,2503.24361v2,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2503.24361v2,,ranked_by=relevance;score=7
P0202,Socially aware navigation for mobile robots: a survey on deep reinforcement learning approaches,2025,http://arxiv.org/abs/2512.00049v1,2512.00049v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2512.00049v1,,ranked_by=relevance;score=7
P0203,Text2Touch: Tactile In-Hand Manipulation with LLM-Designed Reward Functions,2025,http://arxiv.org/abs/2509.07445v1,2509.07445v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2509.07445v1,,ranked_by=relevance;score=7
P0204,The Developments and Challenges towards Dexterous and Embodied Robotic Manipulation: A Survey,2025,http://arxiv.org/abs/2507.11840v2,2507.11840v2,cs.RO,cs.RO,https://arxiv.org/pdf/2507.11840v2,,ranked_by=relevance;score=7
P0205,The Safety Challenge of World Models for Embodied AI Agents: A Review,2025,http://arxiv.org/abs/2510.05865v1,2510.05865v1,cs.AI,"cs.AI,cs.CV,cs.RO",https://arxiv.org/pdf/2510.05865v1,,ranked_by=relevance;score=7
P0206,Towards Embodiment Scaling Laws in Robot Locomotion,2025,http://arxiv.org/abs/2505.05753v2,2505.05753v2,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2505.05753v2,,ranked_by=relevance;score=7
P0207,USIM and U0: A Vision-Language-Action Dataset and Model for General Underwater Robots,2025,http://arxiv.org/abs/2510.07869v3,2510.07869v3,cs.RO,cs.RO,https://arxiv.org/pdf/2510.07869v3,,ranked_by=relevance;score=7
P0208,Unifying Perception and Action: A Hybrid-Modality Pipeline with Implicit Visual Chain-of-Thought for Robotic Action Generation,2025,http://arxiv.org/abs/2511.19859v2,2511.19859v2,cs.RO,cs.RO,https://arxiv.org/pdf/2511.19859v2,,ranked_by=relevance;score=7
P0209,VLA-Touch: Enhancing Vision-Language-Action Models with Dual-Level Tactile Feedback,2025,http://arxiv.org/abs/2507.17294v2,2507.17294v2,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2507.17294v2,,ranked_by=relevance;score=7
P0210,ViPRA: Video Prediction for Robot Actions,2025,http://arxiv.org/abs/2511.07732v1,2511.07732v1,cs.RO,"cs.RO,cs.AI,cs.CL,cs.CV,cs.LG",https://arxiv.org/pdf/2511.07732v1,,ranked_by=relevance;score=7
P0211,WorldEval: World Model as Real-World Robot Policies Evaluator,2025,http://arxiv.org/abs/2505.19017v1,2505.19017v1,cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2505.19017v1,,ranked_by=relevance;score=7
P0212,X-VLA: Soft-Prompted Transformer as Scalable Cross-Embodiment Vision-Language-Action Model,2025,http://arxiv.org/abs/2510.10274v1,2510.10274v1,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2510.10274v1,,ranked_by=relevance;score=7
P0213,Zero-Shot Visual Generalization in Robot Manipulation,2025,http://arxiv.org/abs/2505.11719v1,2505.11719v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2505.11719v1,,ranked_by=relevance;score=7
P0214,A Survey of Embodied Learning for Object-Centric Robotic Manipulation,2024,http://arxiv.org/abs/2408.11537v1,2408.11537v1,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2408.11537v1,,ranked_by=relevance;score=7
P0215,A Survey of Optimization-based Task and Motion Planning: From Classical To Learning Approaches,2024,http://arxiv.org/abs/2404.02817v5,2404.02817v5,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2404.02817v5,,ranked_by=relevance;score=7
P0216,Advances in Transformers for Robotic Applications: A Review,2024,http://arxiv.org/abs/2412.10599v1,2412.10599v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2412.10599v1,,ranked_by=relevance;score=7
P0217,Aligning Cyber Space with Physical World: A Comprehensive Survey on Embodied AI,2024,http://arxiv.org/abs/2407.06886v8,2407.06886v8,cs.CV,"cs.CV,cs.AI,cs.LG,cs.MA,cs.RO",https://arxiv.org/pdf/2407.06886v8,,ranked_by=relevance;score=7
P0218,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,2024,http://arxiv.org/abs/2401.12963v2,2401.12963v2,cs.RO,"cs.RO,cs.AI,cs.CL,cs.CV,cs.LG",https://arxiv.org/pdf/2401.12963v2,,ranked_by=relevance;score=7
P0219,Autonomous Improvement of Instruction Following Skills via Foundation Models,2024,http://arxiv.org/abs/2407.20635v2,2407.20635v2,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2407.20635v2,,ranked_by=relevance;score=7
P0220,CLIP-RT: Learning Language-Conditioned Robotic Policies from Natural Language Supervision,2024,http://arxiv.org/abs/2411.00508v4,2411.00508v4,cs.RO,cs.RO,https://arxiv.org/pdf/2411.00508v4,,ranked_by=relevance;score=7
P0221,CoA-VLA: Improving Vision-Language-Action Models via Visual-Textual Chain-of-Affordance,2024,http://arxiv.org/abs/2412.20451v2,2412.20451v2,cs.RO,cs.RO,https://arxiv.org/pdf/2412.20451v2,,ranked_by=relevance;score=7
P0222,From Efficient Multimodal Models to World Models: A Survey,2024,http://arxiv.org/abs/2407.00118v1,2407.00118v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2407.00118v1,,ranked_by=relevance;score=7
P0223,General Flow as Foundation Affordance for Scalable Robot Learning,2024,http://arxiv.org/abs/2401.11439v2,2401.11439v2,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2401.11439v2,,ranked_by=relevance;score=7
P0224,General-purpose foundation models for increased autonomy in robot-assisted surgery,2024,http://arxiv.org/abs/2401.00678v1,2401.00678v1,cs.RO,"cs.RO,cs.LG,q-bio.TO",https://arxiv.org/pdf/2401.00678v1,,ranked_by=relevance;score=7
P0225,GravMAD: Grounded Spatial Value Maps Guided Action Diffusion for Generalized 3D Manipulation,2024,http://arxiv.org/abs/2409.20154v7,2409.20154v7,cs.RO,cs.RO,https://arxiv.org/pdf/2409.20154v7,,ranked_by=relevance;score=7
P0226,KALIE: Fine-Tuning Vision-Language Models for Open-World Manipulation without Robot Data,2024,http://arxiv.org/abs/2409.14066v1,2409.14066v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2409.14066v1,,ranked_by=relevance;score=7
P0227,M2Diffuser: Diffusion-based Trajectory Optimization for Mobile Manipulation in 3D Scenes,2024,http://arxiv.org/abs/2410.11402v1,2410.11402v1,cs.RO,cs.RO,https://arxiv.org/pdf/2410.11402v1,,ranked_by=relevance;score=7
P0228,Neural Fields in Robotics: A Survey,2024,http://arxiv.org/abs/2410.20220v1,2410.20220v1,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2410.20220v1,,ranked_by=relevance;score=7
P0229,Policy Adaptation via Language Optimization: Decomposing Tasks for Few-Shot Imitation,2024,http://arxiv.org/abs/2408.16228v1,2408.16228v1,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2408.16228v1,,ranked_by=relevance;score=7
P0230,ReMoBot: Retrieval-Based Few-Shot Imitation Learning for Mobile Manipulation with Vision Foundation Models,2024,http://arxiv.org/abs/2408.15919v3,2408.15919v3,cs.RO,cs.RO,https://arxiv.org/pdf/2408.15919v3,,ranked_by=relevance;score=7
P0231,Robot Utility Models: General Policies for Zero-Shot Deployment in New Environments,2024,http://arxiv.org/abs/2409.05865v1,2409.05865v1,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2409.05865v1,,ranked_by=relevance;score=7
P0232,Rod models in continuum and soft robot control: a review,2024,http://arxiv.org/abs/2407.05886v2,2407.05886v2,cs.RO,cs.RO,https://arxiv.org/pdf/2407.05886v2,,ranked_by=relevance;score=7
P0233,SECURE: Semantics-aware Embodied Conversation under Unawareness for Lifelong Robot Learning,2024,http://arxiv.org/abs/2409.17755v3,2409.17755v3,cs.RO,"cs.RO,cs.AI,cs.CL",https://arxiv.org/pdf/2409.17755v3,,ranked_by=relevance;score=7
P0234,STEER: Flexible Robotic Manipulation via Dense Language Grounding,2024,http://arxiv.org/abs/2411.03409v1,2411.03409v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2411.03409v1,,ranked_by=relevance;score=7
P0235,"Scaling Cross-Embodied Learning: One Policy for Manipulation, Navigation, Locomotion and Aviation",2024,http://arxiv.org/abs/2408.11812v1,2408.11812v1,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2408.11812v1,,ranked_by=relevance;score=7
P0236,The Duality of Generative AI and Reinforcement Learning in Robotics: A Review,2024,http://arxiv.org/abs/2410.16411v2,2410.16411v2,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2410.16411v2,,ranked_by=relevance;score=7
P0237,Coordination and Machine Learning in Multi-Robot Systems: Applications in Robotic Soccer,2023,http://arxiv.org/abs/2312.16273v1,2312.16273v1,cs.RO,cs.RO,https://arxiv.org/pdf/2312.16273v1,,ranked_by=relevance;score=7
P0238,Embodied Executable Policy Learning with Language-based Scene Summarization,2023,http://arxiv.org/abs/2306.05696v1,2306.05696v1,cs.RO,cs.RO,https://arxiv.org/pdf/2306.05696v1,,ranked_by=relevance;score=7
P0239,"Foundation Models for Decision Making: Problems, Methods, and Opportunities",2023,http://arxiv.org/abs/2303.04129v1,2303.04129v1,cs.AI,"cs.AI,cs.LG",https://arxiv.org/pdf/2303.04129v1,,ranked_by=relevance;score=7
P0240,Foundational Models Defining a New Era in Vision: A Survey and Outlook,2023,http://arxiv.org/abs/2307.13721v1,2307.13721v1,cs.CV,"cs.CV,cs.AI",https://arxiv.org/pdf/2307.13721v1,,ranked_by=relevance;score=7
P0241,Gen2Sim: Scaling up Robot Learning in Simulation with Generative Models,2023,http://arxiv.org/abs/2310.18308v1,2310.18308v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2310.18308v1,,ranked_by=relevance;score=7
P0242,Goal Representations for Instruction Following: A Semi-Supervised Language Interface to Control,2023,http://arxiv.org/abs/2307.00117v2,2307.00117v2,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2307.00117v2,,ranked_by=relevance;score=7
P0243,HomeRobot: Open-Vocabulary Mobile Manipulation,2023,http://arxiv.org/abs/2306.11565v2,2306.11565v2,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2306.11565v2,,ranked_by=relevance;score=7
P0244,Manipulate by Seeing: Creating Manipulation Controllers from Pre-Trained Representations,2023,http://arxiv.org/abs/2303.08135v4,2303.08135v4,cs.RO,cs.RO,https://arxiv.org/pdf/2303.08135v4,,ranked_by=relevance;score=7
P0245,Open X-Embodiment: Robotic Learning Datasets and RT-X Models,2023,http://arxiv.org/abs/2310.08864v9,2310.08864v9,cs.RO,cs.RO,https://arxiv.org/pdf/2310.08864v9,,ranked_by=relevance;score=7
P0246,Open-World Object Manipulation using Pre-trained Vision-Language Models,2023,http://arxiv.org/abs/2303.00905v2,2303.00905v2,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2303.00905v2,,ranked_by=relevance;score=7
P0247,RoboHive: A Unified Framework for Robot Learning,2023,http://arxiv.org/abs/2310.06828v1,2310.06828v1,cs.RO,cs.RO,https://arxiv.org/pdf/2310.06828v1,,ranked_by=relevance;score=7
P0248,Robotic Vision for Human-Robot Interaction and Collaboration: A Survey and Systematic Review,2023,http://arxiv.org/abs/2307.15363v1,2307.15363v1,cs.RO,cs.RO,https://arxiv.org/pdf/2307.15363v1,,ranked_by=relevance;score=7
P0249,Scaling Robot Learning with Semantically Imagined Experience,2023,http://arxiv.org/abs/2302.11550v1,2302.11550v1,cs.RO,"cs.RO,cs.AI,cs.CL,cs.CV,cs.LG",https://arxiv.org/pdf/2302.11550v1,,ranked_by=relevance;score=7
P0250,Spatial-Language Attention Policies for Efficient Robot Learning,2023,http://arxiv.org/abs/2304.11235v3,2304.11235v3,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2304.11235v3,,ranked_by=relevance;score=7
P0251,UniTeam: Open Vocabulary Mobile Manipulation Challenge,2023,http://arxiv.org/abs/2312.08611v1,2312.08611v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2312.08611v1,,ranked_by=relevance;score=7
P0252,CACTI: A Framework for Scalable Multi-Task Multi-Scene Visual Imitation Learning,2022,http://arxiv.org/abs/2212.05711v2,2212.05711v2,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2212.05711v2,,ranked_by=relevance;score=7
P0253,Interactive Imitation Learning in Robotics: A Survey,2022,http://arxiv.org/abs/2211.00600v1,2211.00600v1,cs.RO,cs.RO,https://arxiv.org/pdf/2211.00600v1,,ranked_by=relevance;score=7
P0254,Residual Skill Policies: Learning an Adaptable Skill-based Action Space for Reinforcement Learning for Robotics,2022,http://arxiv.org/abs/2211.02231v1,2211.02231v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2211.02231v1,,ranked_by=relevance;score=7
P0255,Robotic Grasping from Classical to Modern: A Survey,2022,http://arxiv.org/abs/2202.03631v1,2202.03631v1,cs.RO,cs.RO,https://arxiv.org/pdf/2202.03631v1,,ranked_by=relevance;score=7
P0256,"Vision-and-Language Navigation: A Survey of Tasks, Methods, and Future Directions",2022,http://arxiv.org/abs/2203.12667v3,2203.12667v3,cs.CV,"cs.CV,cs.AI,cs.CL,cs.LG",https://arxiv.org/pdf/2203.12667v3,,ranked_by=relevance;score=7
P0257,Core Challenges in Embodied Vision-Language Planning,2021,http://arxiv.org/abs/2106.13948v4,2106.13948v4,cs.LG,"cs.LG,cs.AI,cs.CL,cs.CV,cs.RO",https://arxiv.org/pdf/2106.13948v4,,ranked_by=relevance;score=7
P0258,Distilling Motion Planner Augmented Policies into Visual Control Policies for Robot Manipulation,2021,http://arxiv.org/abs/2111.06383v1,2111.06383v1,cs.LG,"cs.LG,cs.AI,cs.RO",https://arxiv.org/pdf/2111.06383v1,,ranked_by=relevance;score=7
P0259,"Learning Generalizable Robotic Reward Functions from ""In-The-Wild"" Human Videos",2021,http://arxiv.org/abs/2103.16817v1,2103.16817v1,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2103.16817v1,,ranked_by=relevance;score=7
P0260,Manipulator-Independent Representations for Visual Imitation,2021,http://arxiv.org/abs/2103.09016v2,2103.09016v2,cs.RO,cs.RO,https://arxiv.org/pdf/2103.09016v2,,ranked_by=relevance;score=7
P0261,"Semantics for Robotic Mapping, Perception and Interaction: A Survey",2021,http://arxiv.org/abs/2101.00443v1,2101.00443v1,cs.RO,"cs.RO,cs.CV,cs.HC,cs.LG",https://arxiv.org/pdf/2101.00443v1,,ranked_by=relevance;score=7
P0262,Vision-Language Navigation: A Survey and Taxonomy,2021,http://arxiv.org/abs/2108.11544v3,2108.11544v3,cs.CV,"cs.CV,cs.MM",https://arxiv.org/pdf/2108.11544v3,,ranked_by=relevance;score=7
P0263,PixL2R: Guiding Reinforcement Learning Using Natural Language by Mapping Pixels to Rewards,2020,http://arxiv.org/abs/2007.15543v2,2007.15543v2,cs.LG,"cs.LG,cs.AI,stat.ML",https://arxiv.org/pdf/2007.15543v2,,ranked_by=relevance;score=7
P0264,"A Review of Robot Learning for Manipulation: Challenges, Representations, and Algorithms",2019,http://arxiv.org/abs/1907.03146v3,1907.03146v3,cs.RO,cs.RO,https://arxiv.org/pdf/1907.03146v3,,ranked_by=relevance;score=7
P0265,Artificial Intelligence for Long-Term Robot Autonomy: A Survey,2018,http://arxiv.org/abs/1807.05196v1,1807.05196v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/1807.05196v1,,ranked_by=relevance;score=7
P0266,Learning Real-World Robot Policies by Dreaming,2018,http://arxiv.org/abs/1805.07813v4,1805.07813v4,cs.RO,"cs.RO,cs.CV,stat.ML",https://arxiv.org/pdf/1805.07813v4,,ranked_by=relevance;score=7
P0267,APPLV: Adaptive Planner Parameter Learning from Vision-Language-Action Model,2026,http://arxiv.org/abs/2603.08862v1,2603.08862v1,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2603.08862v1,,ranked_by=relevance;score=6
P0268,Affordance-Graphed Task Worlds: Self-Evolving Task Generation for Scalable Embodied Learning,2026,http://arxiv.org/abs/2602.12065v1,2602.12065v1,cs.RO,cs.RO,https://arxiv.org/pdf/2602.12065v1,,ranked_by=relevance;score=6
P0269,Beyond the Majority: Long-tail Imitation Learning for Robotic Manipulation,2026,http://arxiv.org/abs/2602.06512v1,2602.06512v1,cs.RO,cs.RO,https://arxiv.org/pdf/2602.06512v1,,ranked_by=relevance;score=6
P0270,Capturing Visual Environment Structure Correlates with Control Performance,2026,http://arxiv.org/abs/2602.04880v1,2602.04880v1,cs.RO,cs.RO,https://arxiv.org/pdf/2602.04880v1,,ranked_by=relevance;score=6
P0271,ConLA: Contrastive Latent Action Learning from Human Videos for Robotic Manipulation,2026,http://arxiv.org/abs/2602.00557v1,2602.00557v1,cs.RO,cs.RO,https://arxiv.org/pdf/2602.00557v1,,ranked_by=relevance;score=6
P0272,Embedding Morphology into Transformers for Cross-Robot Policy Learning,2026,http://arxiv.org/abs/2603.00182v1,2603.00182v1,cs.RO,"cs.RO,cs.AI,cs.LG,eess.SY",https://arxiv.org/pdf/2603.00182v1,,ranked_by=relevance;score=6
P0273,EquiBim: Learning Symmetry-Equivariant Policy for Bimanual Manipulation,2026,http://arxiv.org/abs/2603.08541v1,2603.08541v1,cs.RO,cs.RO,https://arxiv.org/pdf/2603.08541v1,,ranked_by=relevance;score=6
P0274,Formal Methods in Robot Policy Learning and Verification: A Survey on Current Techniques and Future Directions,2026,http://arxiv.org/abs/2602.06971v1,2602.06971v1,cs.RO,cs.RO,https://arxiv.org/pdf/2602.06971v1,,ranked_by=relevance;score=6
P0275,From Language to Action: Can LLM-Based Agents Be Used for Embodied Robot Cognition?,2026,http://arxiv.org/abs/2603.03148v1,2603.03148v1,cs.RO,cs.RO,https://arxiv.org/pdf/2603.03148v1,,ranked_by=relevance;score=6
P0276,I-Perceive: A Foundation Model for Active Perception with Language Instructions,2026,http://arxiv.org/abs/2603.00600v1,2603.00600v1,cs.RO,cs.RO,https://arxiv.org/pdf/2603.00600v1,,ranked_by=relevance;score=6
P0277,Improving Robustness of Vision-Language-Action Models by Restoring Corrupted Visual Inputs,2026,http://arxiv.org/abs/2602.01158v1,2602.01158v1,cs.CV,"cs.CV,cs.RO",https://arxiv.org/pdf/2602.01158v1,,ranked_by=relevance;score=6
P0278,MoMaStage: Skill-State Graph Guided Planning and Closed-Loop Execution for Long-Horizon Indoor Mobile Manipulation,2026,http://arxiv.org/abs/2603.08383v1,2603.08383v1,cs.RO,cs.RO,https://arxiv.org/pdf/2603.08383v1,,ranked_by=relevance;score=6
P0279,MolmoSpaces: A Large-Scale Open Ecosystem for Robot Navigation and Manipulation,2026,http://arxiv.org/abs/2602.11337v2,2602.11337v2,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2602.11337v2,,ranked_by=relevance;score=6
P0280,Restoring Linguistic Grounding in VLA Models via Train-Free Attention Recalibration,2026,http://arxiv.org/abs/2603.06001v1,2603.06001v1,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2603.06001v1,,ranked_by=relevance;score=6
P0281,RoboCasa365: A Large-Scale Simulation Framework for Training and Benchmarking Generalist Robots,2026,http://arxiv.org/abs/2603.04356v1,2603.04356v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2603.04356v1,,ranked_by=relevance;score=6
P0282,SceneFoundry: Generating Interactive Infinite 3D Worlds,2026,http://arxiv.org/abs/2601.05810v2,2601.05810v2,cs.CV,"cs.CV,cs.AI,cs.LG,cs.RO",https://arxiv.org/pdf/2601.05810v2,,ranked_by=relevance;score=6
P0283,The Price Is Not Right: Neuro-Symbolic Methods Outperform VLAs on Structured Long-Horizon Manipulation Tasks with Significantly Lower Energy Consumption,2026,http://arxiv.org/abs/2602.19260v1,2602.19260v1,cs.RO,cs.RO,https://arxiv.org/pdf/2602.19260v1,,ranked_by=relevance;score=6
P0284,"Underwater Embodied Intelligence for Autonomous Robots: A Constraint-Coupled Perspective on Planning, Control, and Deployment",2026,http://arxiv.org/abs/2603.07393v1,2603.07393v1,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2603.07393v1,,ranked_by=relevance;score=6
P0285,VPWEM: Non-Markovian Visuomotor Policy with Working and Episodic Memory,2026,http://arxiv.org/abs/2603.04910v1,2603.04910v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2603.04910v1,,ranked_by=relevance;score=6
P0286,A Comprehensive Survey on Physical Risk Control in the Era of Foundation Model-enabled Robotics,2025,http://arxiv.org/abs/2505.12583v2,2505.12583v2,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2505.12583v2,,ranked_by=relevance;score=6
P0287,A Comprehensive Survey on World Models for Embodied AI,2025,http://arxiv.org/abs/2510.16732v2,2510.16732v2,cs.CV,cs.CV,https://arxiv.org/pdf/2510.16732v2,,ranked_by=relevance;score=6
P0288,A QP Framework for Improving Data Collection: Quantifying Device-Controller Performance in Robot Teleoperation,2025,http://arxiv.org/abs/2511.07720v1,2511.07720v1,cs.RO,cs.RO,https://arxiv.org/pdf/2511.07720v1,,ranked_by=relevance;score=6
P0289,"A Survey of Large Language Model-Powered Spatial Intelligence Across Scales: Advances in Embodied Agents, Smart Cities, and Earth Science",2025,http://arxiv.org/abs/2504.09848v1,2504.09848v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2504.09848v1,,ranked_by=relevance;score=6
P0290,A Survey on Imitation Learning for Contact-Rich Tasks in Robotics,2025,http://arxiv.org/abs/2506.13498v1,2506.13498v1,cs.RO,"cs.RO,cs.HC,cs.LG,eess.SY",https://arxiv.org/pdf/2506.13498v1,,ranked_by=relevance;score=6
P0291,AFFORD2ACT: Affordance-Guided Automatic Keypoint Selection for Generalizable and Lightweight Robotic Manipulation,2025,http://arxiv.org/abs/2510.01433v1,2510.01433v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2510.01433v1,,ranked_by=relevance;score=6
P0292,AMPLIFY: Actionless Motion Priors for Robot Learning from Videos,2025,http://arxiv.org/abs/2506.14198v1,2506.14198v1,cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2506.14198v1,,ranked_by=relevance;score=6
P0293,ActivePose: Active 6D Object Pose Estimation and Tracking for Robotic Manipulation,2025,http://arxiv.org/abs/2509.11364v2,2509.11364v2,cs.RO,cs.RO,https://arxiv.org/pdf/2509.11364v2,,ranked_by=relevance;score=6
P0294,"Aerial Vision-Language Navigation with a Unified Framework for Spatial, Temporal and Embodied Reasoning",2025,http://arxiv.org/abs/2512.08639v2,2512.08639v2,cs.CV,"cs.CV,cs.AI",https://arxiv.org/pdf/2512.08639v2,,ranked_by=relevance;score=6
P0295,AsyncVLA: Asynchronous Flow Matching for Vision-Language-Action Models,2025,http://arxiv.org/abs/2511.14148v1,2511.14148v1,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2511.14148v1,,ranked_by=relevance;score=6
P0296,AutoBio: A Simulation and Benchmark for Robotic Automation in Digital Biology Laboratory,2025,http://arxiv.org/abs/2505.14030v3,2505.14030v3,cs.RO,cs.RO,https://arxiv.org/pdf/2505.14030v3,,ranked_by=relevance;score=6
P0297,BEHAVIOR Robot Suite: Streamlining Real-World Whole-Body Manipulation for Everyday Household Activities,2025,http://arxiv.org/abs/2503.05652v2,2503.05652v2,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2503.05652v2,,ranked_by=relevance;score=6
P0298,CLASS: Contrastive Learning via Action Sequence Supervision for Robot Manipulation,2025,http://arxiv.org/abs/2508.01600v1,2508.01600v1,cs.RO,cs.RO,https://arxiv.org/pdf/2508.01600v1,,ranked_by=relevance;score=6
P0299,CONTHER: Human-Like Contextual Robot Learning via Hindsight Experience Replay and Transformers without Expert Demonstrations,2025,http://arxiv.org/abs/2503.15895v1,2503.15895v1,cs.RO,cs.RO,https://arxiv.org/pdf/2503.15895v1,,ranked_by=relevance;score=6
P0300,Clutter-Resistant Vision-Language-Action Models through Object-Centric and Geometry Grounding,2025,http://arxiv.org/abs/2512.22519v1,2512.22519v1,cs.RO,cs.RO,https://arxiv.org/pdf/2512.22519v1,,ranked_by=relevance;score=6
